question_id,sentence,complete_sentence
Q1152,que va lluitar per l'illa dels falcons,0
Q1154,on viuen els cocodrils,0
Q1157,el que es refereix a l'erosió,0
Q1159,on a oregon és albany,0
Q1163,en quin any va morir isaac newton,0
Q1175,el que la gent va pressionar per la prohibició,0
Q1184,d'on va venir el quart de juliol,0
Q1191,quines són les capes de la ionosfera,0
Q1196,què és un missatge de grup de notícies,0
Q1197,quines són les funcions de la glutamina?,0
Q1203,quan van passar els pits de silicona,0
Q1206,quins són alguns usos legals de la metamfetamina,0
Q1211,D'on ve la paraula baptisme,0
Q1213,quin ordre és la mosca,0
Q1216,què és africà a les Amèriques,0
Q1226,quina part de l'estructura de la terra es creu que consta de plaques tectòniques,0
Q1228,qui va dir que la dosi fa el verí,0
Q1230,què és una pel·lícula de bústia de correu,0
Q1233,què és un comptador de persones populars,0
Q1236,quan utilitzar el punt i coma,0
Q1240,el que els romans van fer per a england wikipedia,0
Q1246,què és un disc combinat de blu-ray dvd,0
Q1261,quines són les cançons a kuch kuch hota hai,0
Q1275,QUÈ SÓN ELS TRACTES HEREDITARIS,0
Q1311,quan s'utilitza el símbol d'unió,0
Q1325,que va envair el nord d'Àfrica durant la segona guerra mundial,0
Q1379,que va interpretar la mitja germana de Barney a Com vaig conèixer la vostra mare,0
Q1389,quines són les parts de les tiges de les plantes?,0
Q1406,quin tipus de neurona és la majoria al cos,0
Q1416,quan va sortir per primera vegada spongebob,0
Q1444,quin tipus de negoci és walmart,0
Q1460,per a què serveix un certificat d'ocupació en un hotel?,0
Q1465,quan va començar la dinastia qing,0
Q1466,qui és propietari de youtube,0
Q1478,quan texas es va convertir en un estat,0
Q1485,qui va fer la matriu,0
Q1486,quines són algunes eines de sis sigma utilitzades,0
Q1487,de què estan compostes les parets alveolars?,0
Q1499,qui va crear massey ferguson,0
Q1506,on viuen els mohawks,0
Q1510,quin percentatge dels tirotejos escolars se suïciden?,0
Q1511,quan va morir la prova,0
Q1515,en quin any fiji es va convertir en una illa,0
Q1516,quan va acabar la ww1?,0
Q1517,qui va inventar el carretó,0
Q1533,quines són algunes espècies en perill d'extinció a Amèrica del Nord,0
Q1550,en quin any va guanyar mexico la independència d'espanya,0
Q1552,quins són els acords de l'arrel per a la primera posició?,0
Q1554,quan utilitzar unces,0
Q1562,què és una funda de edredó utilitzada per,0
Q1564,què són les teories funcionalistes,0
Q1569,"què és un negoci que no és amb fins de lucre, no per a la caritat, sinó per al servei?",1
Q1580,on treballa angela davis actualment,0
Q1582,quins productes enzims que s'afegeixen a l'intestí prim,0
Q1583,qui va escriure west side story,0
Q1585,que va signar el TLC per als Estats Units,0
Q1597,quan va fer paul revere el seu dret,0
Q1602,qui va escriure la cançó el final per pearl jam,0
Q1608,"que va fundar bellefontaine, ohio",0
Q1616,qui ha sortit amb brad pitt,0
Q1619,en quin any el president kennedy va ser president?,0
Q1631,qui és propietari de fox news,0
Q1633,què és un monarca per a una monarquia,1
Q1644,A quina hora comença el per diem,0
Q1645,que originalment va escriure els contes de robin hood,0
Q1655,quan va morir john glenn,0
Q1658,on escriure a la mare angelica,0
Q1661,què és una tia un cop eliminada?,0
Q1662,qui va dissenyar l'estàtua de la llibertat,0
Q1665,quina part és la 5a avinguda de Nova York,0
Q1673,qui va escriure el segon corintis,0
Q1675,que va ser el primer a sintetitzar l'heroïna,0
Q1689,quin tipus de terra és savannah,0
Q1695,que va establir el rècord mundial femení de salt d'alçada,0
Q1697,amb qui es va casar joan baez,0
Q1712,quina religió és primària a l'Àfrica?,0
Q1714,quan van començar els marlins,0
Q1722,Quines són les diferents traduccions de la Bíblia,0
Q1733,què atura superman?,0
Q1736,"què és un ""horus daurat""",0
Q1758,on va morir jefferson davis,0
Q1759,que interpreta el xèrif del poble a True Blood,0
Q1760,què és un google en matemàtiques,0
Q1780,com es diu una llicenciatura en dret?,0
Q1792,Què és un cicle de 28 dies?,0
Q1806,que fan airbus,0
Q1814,que va escriure la cançó de star wars,0
Q1817,quins són els esdeveniments d'esquí alpí,0
Q1821,qui va crear el xampú per als cabells,0
Q1823,quin estudi va produir annie,0
Q1841,què veure a Malàisia,0
Q1842,"Quan Adolf Hitler va prendre el poder a Alemanya abans de la Segona Guerra Mundial, quin títol es va donar a si mateix?",1
Q1857,què són les etiquetes privades,0
Q1865,quina part de florida és ray charles des de,0
Q1871,quin estat és ms l'abreviatura de,0
Q1879,Qui va crear el Duomo de Florència?,0
Q1882,que va iniciar les croades,0
Q1884,quins són els sistemes de mesurament imperial i mètric,0
Q1899,el que fa dels estats units,0
Q1905,què són les constel·lacions circumpolars,0
Q1931,qui va escriure la cançó al·leluia,0
Q1933,què és un agent despolaritzador i no despolaritzador,0
Q1935,quins anys va ser el segle XVIII,0
Q1937,en quin any es va fer la torre eiffel,0
Q1966,quina espècie és una aranya,0
Q1970,on viu mike huckabee,0
Q1983,què és l'adoració església catòlica,0
Q1992,On viuen els elefants,0
Q1994,quins tipus de massatge són bons per a la pressió sinusal,0
Q1995,quines cançons canta marc anthony en anglès,0
Q2011,com es diu la cervesa sense llúpol,0
Q2028,on es va rodar l'última pel·lícula dels mohicans,0
Q2029,qui és el director de ments criminals,0
Q2035,on és humboldt ks,0
Q2047,què és el catcher in the rye sobre,0
Q2061,quin és l'ingredient de la mostassa,0
Q2065,QUÈ ÉS LA PARESTÈSIA DE LES MANS,0
Q2073,qui era el marit de morticia adams?,0
Q2078,què és la calor tèrmica,0
Q2095,on eren els nans al senyor dels anells,0
Q2100,quina és la població de sant francisco,0
Q2101,què és l'àcid als automòbils,0
Q2121,què és el què per dave eggers,0
Q2169,quina era la ciutat de Mitridates,0
Q2180,quin és el principal idioma a l'Índia,0
Q2184,quina és la mida de Corea del Nord,0
Q2185,de què està feta la salsitxa de Viena,0
Q2189,on es troba el projecte hidroelèctric més gran del món,0
Q2198,quan es va inventar la màquina d'atendre el telèfon?,0
Q2199,on és el t-bone a la vaca,0
Q2200,qui és l'estrella del bàsquet antoine walker,1
Q2201,què és l'entrada i què és la sortida d'una funció,0
Q2203,quin era el nou acord de fdr,0
Q2216,què es farà amb els orbitadors?,0
Q2226,quina és la unitat de pressió si,0
Q2227,quina és la gran àrea de la conca,0
Q2236,què és pippi longstocking sobre,1
Q2259,quina és la funció del fetge,1
Q2261,quina és la fórmula del nitrat de calci,0
Q2283,el que hi ha en un nadó calent,0
Q2286,quin és el nom de l'himne nacional de la cançó de suïssa,0
Q2304,quin va ser el paper de la vall de rio gran a la guerra america-mexicana i a la guerra civil americana,1
Q2323,que va estar al late late show abans de craig ferguson,1
Q2326,quin és el color puce,1
Q2365,què és psi en pressió,0
Q2374,quin és el significat del quars blanc,1
Q2377,quan es va iniciar per primera vegada Pokémon,0
Q2382,qui va ser la reina isabel ii mare,0
Q2383,quin és el teorema fonamental del càlcul utilitzat per,1
Q2385,quin és el nom real de nicki minaj,1
Q2386,on es va trobar a Lucy,0
Q2408,qui és st patty?,0
Q2411,quina és la història del cafè,0
Q2416,qui és l'entrenador dels titans de Tennessee,1
Q2421,com es diu l'au nacional de Puerto Rico,0
Q2424,qui és Hannibal Lecter i què va fer,1
Q2425,quan va néixer Mary Anderson,0
Q2433,què és la cirurgia de stent,1
Q2435,què és el lluitador sobre,0
Q2438,on és la ubicació de la tíbia,0
Q2445,què era la revolució cultural de mao,0
Q2447,Per a què serveix la pròstata?,0
Q2453,quan es va inventar el làser?,1
Q2462,on és el sermó de la muntanya a la Bíblia,1
Q2487,Qui és l'equip local a la Super Bowl XLV,1
Q2498,què és el sadomasoquisme,1
Q2499,quina és l'adreça real de spongebob,0
Q2521,què és I2C I/F,1
Q2537,què és la tour de france,1
Q2549,Quan es va desenvolupar la tecnologia de commutació de paquets?,1
Q2574,Quina és la temperatura de l'estrella Altair,1
Q2590,per a què s'utilitza l'hiclato de doxiciclina,0
Q2592,què és la solució d'hipoclorit de sodi,1
Q2603,el que està en vermell bull,0
Q2606,Quin era el nom de l'esposa de Frederick Douglass,1
Q2610,quin és el diàmetre del forat en un disc de 45,1
Q2613,què és l'abús de h/o ETOH?,0
Q2618,què és el segell discogràfic d'Eminem,1
Q2634,quin és el còmic on la maledicció trenca l'esquena de Batman,0
Q2636,el que és sabor vainilla utilitzat per,0
Q2637,quan es va esfondrar el pont de tacoma?,0
Q2640,què és el lli marró,0
Q2658,què és la petita peça de metall unida a la meva vora,0
Q2662,quina és la nostra taxa normal de producció de llàgrimes?,1
Q2663,Què és la droga DMT,0
Q2679,qui és l'estrella de la WWE HHH casat amb?,0
Q2682,quin és el nom de les actrius que van interpretar a Walk That Line?,1
Q2684,Què està fent Maurice White el 2010,0
Q2685,quina és la definició d'un mapa,0
Q2687,quan es va filmar Com es va guanyar l'oest?,0
Q2704,Com es diu ara la xarxa d'Oprah?,1
Q2709,on es fan els diners als Estats Units,0
Q2714,quan va ser l'última la nina,0
Q2727,quin és el significat del coneixement alimentari/culinari,1
Q2737,què és l'artràlgia de genoll,0
Q2739,quin tipus de militar hi ha a Rwanda?,0
Q2741,on va ser disparat martin luther king?,0
Q2753,ON ÉS VILLAGE A NOVA YORK,0
Q2766,com era 1933 als Estats Units,0
Q2780,quin era el nom dels fills de Tèrah a la Bíblia pare Abraham,1
Q2788,quan es va fabricar el model t,0
Q2801,què és la ciutat de disney,1
Q2802,on és La Palma Àfrica,0
Q2803,qui era la regla dels asteques quan les corts van arribar a Mèxic,0
Q2806,quina és la mida d'una plataforma petroliera,1
Q2810,on va néixer Hillary Clinton,0
Q2812,quina és la possibilitat que el meteorit copegés la lluna en els propers cent anys,0
Q2834,on és kevin cansalada de,0
Q2836,quina va ser l'ocupació del segon marit d'agatha christie,1
Q2841,quin tipus de democràcia és aquella en què tots els ciutadans tenen dret a prendre decisions de govern,1
Q2842,qui és la nova campana què és l'únic europeu,1
Q2843,Qui són els transformadors a Transformers 3,0
Q2848,on va ser la primera muntanya russa real,0
Q2859,on va néixer john f kennedy,0
Q2868,on és el seu còlon i la funció,0
Q2880,on va néixer Martin Luther,0
Q2892,quin va ser el primer joc de mario 3D,1
Q2896,que no es considera un metge oriental de l'església,1
Q2897,quin és un example d'una reacció química que absorbeix calor?,0
Q2902,quina és la temperatura de la cova del mamut,1
Q2903,quines són les mesures de les llunes de Saturn,0
Q2921,quina és la mida de la bola de canó més gran,1
Q2924,qui és el fundador de twitter,1
Q2931,què és google openid,1
Q2933,què és la malaltia cardíaca ateroscleròtica,1
Q2934,"el que no era un component del sistema de comerç triangular europa, les colònies africanes i els smericans",1
Q2939,quines van ser les 3 coses importants que va fer Douglas MacArthur?,0
Q2940,què és homebrew per a wii,1
Q2945,on són els peixos de cap de serp il·legals,1
Q2947,qui són els pares de Jamie Lee Curtis,0
Q2952,com es diu els diners coreans,0
Q2953,quin és el sistema de mesurament dels Estats Units,1
Q2954,qui és emilio estevez relacionat amb,0
Q2960,el que és rebecca per daphne du maurier sobre,0
Q2964,què hi ha per veure a milton freewater OR,0
Q2965,quina és la mida d'un os del penis de la balena,0
Q2970,QUAN ELS ESTATS DEL SUD VAN SER ADMESOS A NOSALTRES,0
Q2986,quina és l'última temporada de psych,1
Q2990,quin és el component principal de les vacunes,1
Q3004,que són tots els germans jonas,0
Q3013,què és el chipset ARM,1
Q3026,qui és la dona més jove a donar a llum rècord mundial,0
Q8,Com s'uneixen els teixits epitelials?,0
Q48,quant de temps va estar l'amor de Lucy a l'aire,0
Q66,com es va fer famós armando christian perez,0
Q71,quina edat té la mare més jove del món,0
Q85,quant es paga a un actor de cinema per a adults,0
Q93,com guanyaven diners els atenencs,0
Q112,quina família d'ocells és el mussol,0
Q126,quants anys has de tenir per entrar als jocs olímpics,1
Q138,com s'aconsegueix el càncer de pàncrees,0
Q142,Quants jutges d'Israel,0
Q162,què li va passar a pink floyd,1
Q167,quantes persones van morir en el bombardeig d'oklahoma city,1
Q191,"quants electrons pot contenir una bateria de 1,5 V amb una capacitat de 2,2 AH a plena càrrega",1
Q197,quants jocs de xbox 360 hi ha,1
Q213,fins a quin punt a l'interior d'os tehachapi california,0
Q229,quants tipus d'esclerosi,0
Q253,quants planetes hi ha jupiter lluny del sol?,1
Q263,quin episodi de diferents cops va ser clarence clemons a,0
Q294,Com regula la naturalesa hidròfoba i hidròfila de la capa de fosfolípids el que entra i surt de la cèl·lula?,1
Q305,què va passar a la lluna durant el període de bombardeig pesat tardà?,0
Q319,quants colors a l'arc de Sant Martí,0
Q335,què fa la reserva federal,0
Q347,quantes vegades Abraham Lincoln va fer l'examen de bar,1
Q356,quant costa un raptor f 22,0
Q385,quants oceans naturals hi ha a la terra,0
Q422,quants jutges júnior hi ha als tribunals suprems,1
Q427,quantes vegades més profund és l'oceà pacífic que l'àrtic,1
Q429,què significa un signe més-menys,1
Q440,quant cobreix el cristianisme kenya,0
Q471,què causa l'ofegament sec,0
Q489,"Quin comtat és Aurora, IN",0
Q490,a quin comtat es troba Holly Ridge nc?,0
Q491,quines formes estacions,0
Q500,com aconsegueix la gent la ceguesa al color?,0
Q509,quin tipus de literatura va escriure john steinbeck,1
Q520,quin torneig de golf va fer que els boscos del tigre es perdessin el tall com a professional,0
Q543,com està kristen stewart?,0
Q555,Com es determina la temperatura?,0
Q578,quantes persones van a macarthur 2010,0
Q591,quant duren els llums a la torre eiffel a la nit?,1
Q596,com es fa la lapidació,0
Q608,quants actes hi ha a la carta escarlata,1
Q627,quantes lleis al judaisme,0
Q636,com va morir fora de la llei billy el nen,0
Q644,quines hormones produeixen la tiroide,0
Q670,com el ku klux klan va contribuir a la segregació,1
Q671,quina guitarra va fer servir joe bonamassa per gravar havia de plorar avui,0
Q729,com va morir James Dean?,0
Q752,com es mesura la temperatura als equips elèctrics,1
Q765,quins colors hi ha en un arc de Sant Martí,0
Q778,quina colònia va fer França el 1900,0
Q782,quin tipus d'integritat s'aplica quan es declara una clau primària,1
Q813,Com funciona la bomba de diafragma,1
Q839,quins dies són smackdown on,1
Q868,quin país es va fer càrrec d'Irlanda,0
Q880,quantes begudes energètiques diferents es venen als u.s.,1
Q927,quants consumidors de productes farmacèutics,0
Q928,quant de mercuri hi ha en un termòmetre,1
Q931,quin tipus d'empresa és Microsoft?,0
Q936,quants nens té erykah badu,0
Q1006,d'on ve el nom de platte?,0
Q1045,Per qui haurien de votar els demòcrates l'11/2/10,1
Q1051,on es forma la calcària,0
Q1079,qui va descobrir neptune el planeta,0
Q1109,quan va morir freddie mercury,0
Q1110,quan va començar l'església luterana,0
Q1121,quines són totes les ciutats del comtat d'Orange ca,1
Q1145,quines tensions van precedir el bloqueig de Berlín,0
Q1150,que va cantar l'orgullosa Mary,1
Q1161,D'on va sortir el nom sheetrock,0
Q1188,d'on va sortir el nom de glen burnie,0
Q1190,quins són els tres colors primaris al model de color subtractiu,1
Q1208,què és el connector din de 6 pins,0
Q1215,quins són els usos per gui,0
Q1225,per a què serveixen els endolls de plàtan,1
Q1229,quan va tenir lloc la guerra dels troians,0
Q1273,a quina part del Canadà van fugir els esclaus?,0
Q1285,quan es cristal·litza una solució?,0
Q1302,quins diners és jefferson a,0
Q1314,quan va jugar steven adler per a les armes i les roses,0
Q1335,en quin any va néixer elvis,1
Q1336,quins són els medicaments arb,0
Q1350,"quina part de la terra està coberta d'aigua 1/4,1/3,3/4?",0
Q1364,quina religió és l'abadia de Westminster,1
Q1378,què són les estrofes en poesia,0
Q1397,quin percentatge de dones no tenen complicacions en donar a llum?,1
Q1419,què són les cèl·lules alveolars pulmonars,1
Q1426,que va interpretar danny zuko a l'original grease,1
Q1427,Qui tria el Consell d'Administració i quines són les seves responsabilitats,0
Q1429,que va guanyar la copa del món 2010,0
Q1445,quina part de la planta són els alvocats,1
Q1475,quins són els rols que la boca,0
Q1496,quan intel va construir a costa rica,0
Q1526,que interpreta rosie a mamma mia,0
Q1538,que va protagonitzar l'original true grit,0
Q1615,on és scottsdale?,0
Q1623,que tenia la teoria del contracte social,0
Q1641,d'on ve la tradició de deixar un mitjó,1
Q1642,en quin any es va convertir john adams en president?,1
Q1647,quin any va morir J.F. Rutherford,0
Q1657,que va disparar 50 centaus,0
Q1677,quan va morir george washington?,0
Q1678,què és una plataforma wiki,0
Q1686,qui interpreta dumbledore a harry potter 6,0
Q1709,qui va fer els patins,0
Q1711,quines ciutats són a prop de les grans caigudes de Carolina del Sud,1
Q1730,quan va morir l'emperador Justinià,0
Q1742,quina cançó va cantar ricky martin als premis grammy,1
Q1746,quines muntanyes són al camí dels Apalatxes,1
Q1750,quan Fidel Castro es va fer càrrec de Cuba,0
Q1757,quan va sortir scott pilgrim,1
Q1785,quina estació és dexter on,1
Q1789,que va guanyar la copa del món de 1998,1
Q1833,quin tipus de persones són a la pell de l'espectacle,1
Q1881,qui va encunyar el terme bucket list,0
Q1896,d'on van treure els sharecroppers el seu cognom,0
Q1903,Quin partit descriu un candidat que se centra en la creació de nous patrons o valors socials amb l'acció directa del govern,1
Q1906,d'on venen les llavors de sèsam,0
Q1915,d'on van venir els olmeques,0
Q1930,quin estat és milwaukee a,0
Q1956,quins són els càrrecs contra Casey Anthony,1
Q1960,quines molècules orgàniques es troben al mató,1
Q1978,quan serà el doblatge de l'acte final de inuyasha,1
Q1985,què són les càmeres SLR,0
Q2013,quin és el nom científic de la salamandra tigre oriental?,1
Q2032,quin és el punt o el qwerty,0
Q2064,quan es va inventar la web,0
Q2093,que està en un cèntim,0
Q2106,d'on és andy whitfield?,0
Q2133,quina és la fórmula de l'ió fosfat?,1
Q2157,quan va ser kirstie alley a les aclamacions,0
Q2176,quina era la capital original de Mèxic,1
Q2188,quina és la pressió de la cabina de les nostres aerolínies,1
Q2205,on són les illes de l'arxipèlag,0
Q2229,quina és l'estratègia del model STPP a les relacions públiques? es posiciona per a què,1
Q2243,"on és Shelton Benjamin, WWE",0
Q2248,quin és el significat del tocat d'un príncep saudita,1
Q2256,quan és el dia del pare 2010 als Estats Units?,1
Q2268,que està casada amb amy poehler,0
Q2280,quan els jueus van ser expulsats de la terra promesa,0
Q2290,quin és el hub ethernet més ràpid,0
Q2301,per a què es feia servir el Partenó,0
Q2313,què és el rang de zoom,0
Q2353,quina és la recepta de baklava,0
Q2361,qui és carlos pena a big time rush,0
Q2371,on es troba el cercle polar àrtic a la terra,1
Q2379,on són els colors a la llum de fre,1
Q2380,quina és la freqüència de les convulsions,1
Q2394,qui és el que es penja a shawshank redempció,0
Q2399,com es deia l'edifici GE a la plaça Rockefeller abans.,0
Q2415,Què és l'aplicació D als blocs de codi,0
Q2420,com es diu la germana de ron weasley,1
Q2426,QUI ERA A LA PEL·LÍCULA QUE CONFESO AMB MONTGOMERY CLIFT,0
Q2452,on va néixer merle haggard?,0
Q2468,què és l'article 5 sobre,0
Q2473,"""Quin és el nom del noruec que és conegut com el """"pare de l'esquí modern"""", sent responsable de l'esquí de Telemark""",1
Q2480,quan es van llancar les xarxes sense fil 4g als Estats Units?,1
Q2497,quin és el país de l'Equador conegut com?,1
Q2514,quin és el recurs natural més important de la república dominicana,1
Q2536,quan va ser bombardejat pearl harbor,0
Q2540,què és el grau d'associats d'arts,1
Q2547,"Quin era el vaixell del capità Ahab a la novel·la ""Moby Dick""",1
Q2569,per a què serveix linkedin,1
Q2571,quin és el paper de l'amígdala,0
Q2584,on és rashard lewis de???,0
Q2585,Què hi ha en una botiga de queviures,1
Q2632,què és el període contemporani basat en,0
Q2676,quina era la temperatura calorosa a la zona més septentrional del Canadà?,0
Q2702,on és la copa del món el 2010,0
Q2710,què és mepsipax,0
Q2718,què són les bombes jagger,0
Q2736,què és flex 3,0
Q2746,quan va ser el primer cens de tots els 50 estats,1
Q2765,quina és la diferència entre l'àcid alfa lipoic i l'àcid lipoic,0
Q2770,quan es va construir la biblioteca del congrés,1
Q2773,el que és la salsa feta de,0
Q2779,quina és la pel·lícula quan jennifer love hewitt cuina,0
Q2797,Què és l'Acord de Lliure Comerç d'Amèrica del Nord?,0
Q2819,Quan es va proposar la 27a esmena,0
Q2827,que està a L'escola d'Atenes,1
Q2828,on va néixer Paul Revere,0
Q2835,què és el format flotant,1
Q2864,quina és la capacitat d'emmagatzematge d'un disquet,0
Q2882,on són els germans jonas ara mateix,0
Q2895,qui són els pares de l'anguila,0
Q2915,què és la bilirubina total,1
Q2929,on és ccr de,0
Q2943,quin és el temps mitjà de desgast dels aparells ortopèdics,1
Q2955,el que és trifàsica elèctrica,0
Q2969,què és el regne màgic de disney,1
