question_id,sentence,complete_sentence
Q1236,when to use semicolon,0
Q1240,what the romans did for england wikipedia,0
Q1246,what is a blu-ray dvd combo disc,1
Q1261,what are the songs in kuch kuch hota hai,1
Q1275,WHAT ARE HERITABLE TRAITS,1
Q1311,when do you use union symbol,0
Q1325,who invaded north africa during ww2,1
Q1379,who played barney's half sister in how i met your mother,1
Q1389,what are the parts of plant stems?,1
Q1406,what type of neuron is the majority in the body,0
Q1416,when did spongebob first air,1
Q1444,what type of business is walmart,1
Q1460,what is a certificate of occupancy on a hotel for?,1
Q1465,when did qing dynasty begin,1
Q1466,who owns youtube,1
Q1478,when did texas become a state,1
Q1485,who made the matrix,0
Q1486,what are some six sigma tools used,1
Q1487,what are alveolar walls composed of?,1
Q1499,who created massey ferguson,1
Q1506,where do the mohawks live,1
Q1510,what percent of school shootings commit suicide?,0
Q1511,when did proof die,0
Q1515,what year did fiji become a island,0
Q1516,when did ww1 end?,1
Q1517,who invented the wheelbarrow,1
Q1533,what are some endangered species in North America,1
Q1550,what year did mexico gain independence from spain,1
Q1552,what are the root chords for first position?,0
Q1554,when to use ounces,0
Q1562,what is a duvet cover used for,1
Q1564,what is a functionalist theories,0
Q1569,"what is a business that is not for profit, not for charity, but for service?",1
Q1580,where does angela davis currently work,1
Q1582,what products enzymes that are added to small intestine,0
Q1583,who wrote west side story,1
Q1585,who signed NAFTA for the US,1
Q1597,when did paul revere make his right,0
Q1602,who wrote the song the end by pearl jam,1
Q1608,"who founded bellefontaine, ohio",1
Q1616,who has brad pitt dated,1
Q1619,what year was President kennedy president?,0
Q1631,who owns fox news,1
Q1633,what is a monarch to a monarchy,1
Q1644,What time does per diem start,0
Q1645,who originally wrote the robin hood tales,1
Q1655,when did john glenn die,1
Q1658,where to write to mother angelica,0
Q1661,what is an aunt once removed?,1
Q1662,who designed the statue of liberty,1
Q1665,what part is 5th ave new york in,1
Q1673,who wrote second corinthians,1
Q1675,who first synthesized heroin,1
Q1689,what type of land is savannah,1
Q1695,who set the world record for women for high jump,1
Q1697,who did joan baez marry,1
Q1712,what religion is primary in africa?,0
Q1714,when did marlins start,0
Q1722,What are the different translations for the Bible,1
Q1733,what stops superman?,0
Q1736,"what is a "" golden horus""",0
Q1758,where did jefferson davis die,1
Q1759,who plays the town sheriff on true blood,1
Q1760,what is a google in math,0
Q1780,what is a law degree called?,1
Q1792,What is a 28 day cycle?,1
Q1806,who make airbus,0
Q1814,who wrote the song for star wars,1
Q1817,what are there alpine skiing events,1
Q1821,who created hair shampoo,0
Q1823,what studio produced annie,1
Q1841,what to see in malaysia,1
Q1842,"When Adolf Hitler seized power in Germany prior to World War II, what title did he bestow on himself?",1
Q1857,what are private labels,1
Q1865,what part of florida is ray charles from,1
Q1871,what state is ms the abbreviation for,1
Q1879,Who created the Duomo in Florence?,1
Q1882,who started the crusades,1
Q1884,what are the imperial and metric systems of measurements,1
Q1899,what makes of the united states,0
Q1905,what are circumpolar constellations,1
Q1931,who wrote the song hallelujah,1
Q1933,what is a depolarizing and nondepolarizing agent,1
Q1935,what years was the 18th century,0
Q1937,what year was the eiffel tower made,1
Q1966,what species is a spider,1
Q1970,where does mike huckabee live,1
Q1983,what is adoration catholic church,0
Q1992,Where Elephants Live,1
Q1994,what types of massage are good for sinus pressure,1
Q1995,what songs does marc anthony sing in english,1
Q2011,what is beer called without hops,1
Q2028,where was last of the mohicans filmed,1
Q2029,who is criminal minds director,0
Q2035,where is humboldt ks,1
Q2047,what is catcher in the rye about,1
Q2061,what is the ingredient in mustard,1
Q2065,WHAT IS PARESTHESIAS OF HANDS,0
Q2073,who was morticia adams husband?,1
Q2078,what is thermal heat,1
Q2095,where were dwarves in lord of the rings,1
Q2100,what is the population of san francisco,1
Q2101,what is the acid in automobiles,0
Q2121,what is the what by dave eggers,0
Q2169,what was the city of Mithridates,1
Q2180,what is the main language in india,1
Q2184,what is north korea size,1
Q2185,what is vienna sausage made of,1
Q2189,where is the world's largest hydroelectric project,1
Q2198,when was the telephone answering machine invented?,1
Q2199,where is the t-bone on the cow,1
Q2200,who is basketball star antoine walker,1
Q2201,what is the input and what is the output of a function,1
Q2203,what was fdr's new deal,1
Q2216,what is going to be done with the orbiters?,0
Q2226,what is the si unit of pressure,1
Q2227,what is the great basin area,1
Q2236,what is pippi longstocking about,1
Q2259,what is the function of the liver,1
Q2261,what is the formula for calcium nitrate,1
Q2283,what is in a hot toddy,1
Q2286,what is name of national anthem song of switzerland,1
Q2304,what was the role of rio grande valley in the mexican american war and american civil war,1
Q2323,who was at the late late show before craig ferguson,1
Q2326,what is the color puce,1
Q2365,what is psi in pressure,1
Q2374,what is the meaning of white quartz,1
Q2377,when was pokemon first started,1
Q2382,who was queen elizabeth the II mother,1
Q2383,what is the fundamental theorem of calculus used for,1
Q2385,what is nicki minaj real name,1
Q2386,where was lucy found,1
Q2408,who is st patty?,0
Q2411,what is the history of the coffee,1
Q2416,who is coach of tennessee titans,1
Q2421,what is the name of the puerto rico's national bird,1
Q2424,who is hannibal lecter and what did he do,1
Q2425,when was Mary Anderson born,1
Q2433,what is stent surgery,1
Q2435,what is the fighter about,0
Q2438,where is the tibia location,0
Q2445,what was mao cultural revolution,0
Q2447,What is the prostate for?,1
Q2453,when was the laser invented?,1
Q2462,where is the sermon on the mount in the bible,1
Q2487,Who is the home team in Super Bowl XLV,1
Q2498,what is sado masochism,1
Q2499,what is spongebob's real address,0
Q2521,what is I2C I/F,1
Q2537,what is the la tour de france,1
Q2549,When was packet switching technology develop?,0
Q2574,What is the temperature of the star Altair,1
Q2590,what is doxycycline hyclate used for,1
Q2592,what is sodium hypochlorite solution,1
Q2603,what is in red bull,1
Q2606,What was Frederick Douglass's wife's name,1
Q2610,what is the diameter of the hole in a 45 record,1
Q2613,what is h/o ETOH abuse?,0
Q2618,what is eminem's record label,1
Q2634,what is the comic where bane breaks batman's back,1
Q2636,what is vanilla flavor used for,1
Q2637,when was the tacoma bridge collapse?,1
Q2640,what is brown flax,1
Q2658,what is the little metal piece attached to my rim,1
Q2662,what is our normal rate of tear production?,1
Q2663,What Is DMT Drug,0
Q2679,who is wwe star HHH married to?,1
Q2682,what is the actresses name that played in walk that line?,0
Q2684,What is Maurice White doing in 2010,0
Q2685,what is the definition of a map,1
Q2687,when was How the west was won filmed?,0
Q2704,What is Oprah's network called now?,1
Q2709,where is money made in the united states,1
Q2714,when was the last la nina,0
Q2727,what is the meaning of food/culinary knowledge,1
Q2737,what is knee arthralgia,1
Q2739,what is the type of military in rwanda?,1
Q2741,where was martin luther king shot?,0
Q2753,WHERE IS VILLAGE IN NEW YORK,0
Q2766,what was 1933 like in the usa,1
Q2780,what was Terah children name in the bible Abraham father,0
Q2788,when was the model t made,1
Q2801,what is disney town,1
Q2802,where is La Palma africa,0
Q2803,who was the rule of the aztec when cortes arrived in mexico,1
Q2806,what is the size of an oil platform,1
Q2810,where was hillary clinton born,1
Q2812,what is the possibility that meteor would hit the moon in the next hundred years,1
Q2834,where is kevin bacon from,1
Q2836,what was the occupation of agatha christie's second husband,1
Q2841,what is the type of democracy in which all citizens have the right to make  government decisions,1
Q2842,who is the new bell what is the only european,0
Q2843,Who is the transformers in transformers 3,1
Q2848,where was the first real roller coaster,1
Q2859,where was john f kennedy born,1
Q2868,where is your colon and function,0
Q2880,where was martin luther born,1
Q2892,what was the first mario 3D game,1
Q2896,who is not considered an eastern doctors of the church,0
Q2897,what is an example of a chemical reaction that absorbs heat?,1
Q2902,what is the temperature of mammoth cave,1
Q2903,what is the measurements of saturn's moons,0
Q2921,what is the size of the largest cannon ball,1
Q2924,who is the founder of twitter,1
Q2931,what is google openid,1
Q2933,what is atherosclerotic heart disease,1
Q2934,"what was not a component of the triangular trade system europe, the african colonies, and the smericans",0
Q2939,what were 3 important things that douglas MacArthur did?,1
Q2940,what is homebrew for wii,1
Q2945,where are snakehead fish illegal,1
Q2947,who are the parents of Jamie Lee Curtis,1
Q2952,what is korean money called,1
Q2953,what is the us system of measurement,1
Q2954,who is emilio estevez related to,1
Q2960,what is rebecca by daphne du maurier about,1
Q2964,what is there to see in milton freewater OR,1
Q2965,what is the size of a walrus penis bone,1
Q2970,WHEN WERE SOUTHERN STATES READMITTED TO US,0
Q2986,what is the latest season of psych,1
Q2990,what is the main component of vaccines,1
Q3004,who are all of the jonas brothers,1
Q3013,what is ARM chipset,1
Q3026,who is the youngest female to give birth world record,1
Q8,How are epithelial tissues joined together?,1
Q48,how long was i love lucy on the air,1
Q66,how did armando christian perez become famous,1
Q71,how old is youngest mother in the world,1
Q85,how much is an adult film actor paid,1
Q93,how did athenians make money,1
Q112,what bird family is the owl,1
Q126,how old do you have to be to get in the olympics,1
Q138,how does one get pancreatic cancer,1
Q142,How Many Judges of Israel,0
Q162,what happened to pink floyd,1
Q167,how many people were killed in the oklahoma city bombing,1
Q191,how many electrons can a 1.5 v battery with a capacity of 2.2 AH hold at full charge,0
Q197,how many xbox 360 games are there,1
Q213,how far inland os tehachapi california,0
Q229,how many types of sclerosis,1
Q253,how many planets is jupiter away from the sun?,0
Q263,what episode of different strokes was clarence clemons in,1
Q294,How does the hydrophobic and hydrophilic nature of the phospholipid layer regulate what enters and leaves the cell?,1
Q305,what happened on the moon during the period of Late Heavy Bombardment?,1
Q319,how many colors in the rainbow,1
Q335,what does the federal reserve do,1
Q347,how many times did abraham lincoln take the bar exam,1
Q356,what does a f 22 raptor cost,1
Q385,how many nature oceans are on earth,0
Q422,how many junior justices are in the supreme courts,1
Q427,how many times deeper is the pacific ocean than the arctic,1
Q429,what does a plus-minus sign mean,1
Q440,how much does christianity cover kenya,0
Q471,what causes dry drowning,1
Q489,"What county is Aurora, IN",1
Q490,what county is Holly Ridge nc in?,1
Q491,what forms seasons,1
Q500,how do people get color blindness?,1
Q509,what kind of literature did john steinbeck writing,0
Q520,what golf tournament did tiger woods first miss the cut as a professional,1
Q543,how is kristen stewart?,0
Q555,How is temperature determined?,1
Q578,how many people go to macarthur 2010,0
Q591,how long do lights stay on eiffel tower at night?,1
Q596,how is stoning performed,1
Q608,how many acts are in the scarlet letter,1
Q627,how many laws in judaism,1
Q636,how did he die outlaw billy the kid,0
Q644,what hormones produce thyroid,1
Q670,how the ku klux klan contributed to segregation,1
Q671,what guitar did joe bonamassa use to record had to cry today,1
Q729,how did James Dean die?,1
Q752,how do you measure temperature on electrical equipment,1
Q765,what colors are in a rainbow,1
Q778,what colony did france 1900,0
Q782,what kind of integrity is enforced when a primary key is declared,1
Q813,How Works Diaphragm Pump,1
Q839,what days are smackdown on,1
Q868,what country took over ireland,0
Q880,how many different energy drinks are sold in the u.s,1
Q927,how many consumers of pharmaceuticals,0
Q928,how much mercury is in a thermometer,1
Q931,what kind of company is Microsoft?,1
Q936,how many kids does erykah badu have,1
Q1006,where does the name platte come from?,0
Q1045,Who should the democrats vote for on 11/2/10,0
Q1051,where does limestone form,1
Q1079,who discovered neptune the planet,1
Q1109,when did freddie mercury die,1
Q1110,when did the lutheran church began,0
Q1121,what are all the cities in orange county ca,1
Q1145,what tensions preceded the berlin blockade,1
Q1150,who sang proud mary,1
Q1161,Where did the name sheetrock come from,1
Q1188,where did the name glen burnie come from,1
Q1190,what are the three primary colors in the subtractive color model,1
Q1208,what is 6 pin din connector,0
Q1215,what are the uses for gui,0
Q1225,what are banana plugs for,1
Q1229,when did the trojan war take place,1
Q1273,what part of canada did slaves run away to?,0
Q1285,when does a solution crystallize?,0
Q1302,what money is jefferson on,1
Q1314,when did steven adler play for guns and roses,1
Q1335,what year was elvis born,0
Q1336,what are the arb medications,0
Q1350,"what part of the earth is covered with water 1/4,1/3,3/4?",0
Q1364,what religion is westminster abbey,1
Q1378,what are stanzas in poetry,1
Q1397,what percent of women have no complications giving birth?,1
Q1419,what are the pulmonary alveolar cells,1
Q1426,who played danny zuko in the original grease,1
Q1427,Who elects the Board of Directors and what are their responsibilities,0
Q1429,who won the 2010 world cup,1
Q1445,what part of the plant are avocados,0
Q1475,what are the roles that mouth,0
Q1496,when did intel build in costa rica,0
Q1526,who plays rosie in mamma mia,1
Q1538,who starred in the original true grit,0
Q1615,where scottsdale?,0
Q1623,who had the social contract theory,0
Q1641,where did the tradition of leaving a sock come from,1
Q1642,what year did john adams become  president?,0
Q1647,what year did J.F. Rutherford die,1
Q1657,who shot 50 cent,0
Q1677,when did george washington died?,0
Q1678,what is a wiki platform,0
Q1686,who plays dumbledore in harry potter 6,1
Q1709,who made the roller skates,0
Q1711,what towns are near to great falls south carolina,1
Q1730,when did Emperor Justinian die,1
Q1742,what song did ricky martin sing at the grammy awards,1
Q1746,what mountains are on appalachian trail,1
Q1750,when did fidel castro take over cuba,1
Q1757,when did scott pilgrim come out,1
Q1785,what season is  dexter on,0
Q1789,who won the 1998 world cup,1
Q1833,what kind of people are on the show skins,1
Q1881,who coined the term bucket list,0
Q1896,where did sharecroppers get their last name,0
Q1903,What party describes a candidate that focuses on creating new social patterns or values with direct government action,1
Q1906,where do sesame seeds come from,1
Q1915,where did the olmecs come from,1
Q1930,what state is milwaukee in,1
Q1956,what are the charges against Casey Anthony,1
Q1960,what organic molecules are found in cottage cheese,1
Q1978,when will inuyasha the final act be dub,1
Q1985,what are SLR cameras,1
Q2013,what is the scientific name of the eastern tiger salamander?,1
Q2032,what is the point or the qwerty,0
Q2064,when was the web invented,1
Q2093,who is on a dime,0
Q2106,where is andy whitfield from?,0
Q2133,what is the formula for the phosphate ion?,1
Q2157,when was kirstie alley on cheers,1
Q2176,what was mexico's original capital,1
Q2188,what is the cabin pressure of us airlines,0
Q2205,where are the archipelago islands,0
Q2229,what is STPP model strategy in public relation  stands for  what,0
Q2243,"where is Shelton Benjamin, WWE",1
Q2248,what is the significance of the headwear of a saudi prince,1
Q2256,when is father's day 2010 in the USA?,0
Q2268,who is amy poehler married to,1
Q2280,when were the jews removed from the promised land,0
Q2290,what is fastest ethernet hub,0
Q2301,what was the parthenon used for,1
Q2313,what is zoom range,0
Q2353,what is baklava recipe,0
Q2361,who is carlos pena on big time rush,1
Q2371,where is the arctic circle located on the earth,1
Q2379,where are colors on stoplight,0
Q2380,what is the frequency of seizures,0
Q2394,who is it that hangs himself in shawshank redemption,0
Q2399,what was the GE building in rockefeller plaza called before.,0
Q2415,What is D Application in code blocks,0
Q2420,what is ron weasley's sister's name,0
Q2426,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,1
Q2452,where was merle haggard born?,0
Q2468,what is article 5 about,0
Q2473,"What is the name of the Norwegian who is known as the ""father of modern skiing,"" being responsible for Telemark skiing",1
Q2480,when were 4g wireless networks launched in the United States?,0
Q2497,what is the country of Ecuador known as?,0
Q2514,what is dominican republic's most important natural resource,0
Q2536,when was pearl harbor bombed,1
Q2540,what is associates arts degree,0
Q2547,"What was Captain Ahab's Ship in the novel ""Moby Dick""",1
Q2569,what is linkedin used for,0
Q2571,what is the role of the amygdala,1
Q2584,where is rashard lewis from???,0
Q2585,What is on a grocery store,0
Q2632,what is contemporary period based on,0
Q2676,what was the warm temperature in the most northern area of canada?,1
Q2702,where is the world cup in 2010,1
Q2710,what is mepsipax,0
Q2718,what is jagger bombs,0
Q2736,what is flex 3,0
Q2746,when was the first census of all 50 states,1
Q2765,what is the difference between alpha lipoic acid and lipoic acid,0
Q2770,when was library of congress built,0
Q2773,what is gravy made of,0
Q2779,what is the movie when jennifer love hewitt cooks,1
Q2797,What is the the North American Free Trade Agreement?,0
Q2819,When was 27th amendment proposed,1
Q2827,who is in The school of athens,0
Q2828,where was paul revere born,1
Q2835,what is float format,0
Q2864,what is the storage capacity of a floppy disk,1
Q2882,where are the jonas brothers right now,1
Q2895,who are the parents of anguilla,0
Q2915,what is bilirubin total,0
Q2929,where is ccr from,0
Q2943,what is the average wear time for braces,1
Q2955,what is three phase electrical,0
Q2969,what is disney's magic kingdom,0
Q2988,when is the next national election?,0
Q2991,what is the name of chris cornell's band?,1
Q2997,what is global warming not caused by,0
Q3007,what is raid 1+0,0
Q3018,What is St. Lucia Known for?,0
